source_id;step_distance;in_degree;betweenness;eigenvector;pagerank
Falkenstein1936_Archaische;1;1;0.0;0.14285714285714288;0.0023513539347070826
Farber-Flugge1973_DerMythosI;3;2;0.0;0.14285714285714285;0.0024811114941838625
Gasche1989_LaBabyloni;1;9;0.0;0.857142857142857;0.0031755148805060747
Howard1955_TechnicalD;3;2;0.0;0.14285714285714285;0.0023634539406217465
Klengel-Brandt1975_EineSchrei;3;3;0.0;0.2857142857142856;0.0027027966458177638
Langdon1924_Excavation;1;1;0.0;0.14285714285714288;0.0023513539347070826
Landsberger1967_TheDatePal;1;1;0.0;0.14285714285714288;0.0023513539347070826
Livingstone2007_Ashurbanip;3;2;0.0;0.14285714285714285;0.0023634539406217465
Loud1938_KhorsabadP;3;2;0.0;0.14285714285714285;0.0023634539406217465
Macginnis2002_TheUseOfWr;2;2;78.33333333333334;0.14285714285714285;0.002508925156455308
Meijer2004_AScribalQu;3;2;0.0;0.14285714285714285;0.0023634539406217465
Veldhuis2013_PurityAndA;3;2;39.0;0.28571428571428575;0.0024128685845298064
Postgate1980_PalmtreesR;1;1;0.0;0.14285714285714288;0.0023513539347070826
Postgate1986_MiddleAssy;1;4;0.0;0.28571428571428553;0.0027148966517324276
Postgate1987_BM118796;1;1;0.0;0.14285714285714288;0.0023513539347070826
Powell1981_ThreeProbl;3;3;0.0;0.14285714285714282;0.0024932115000985268
Reade1986_Archaeolog;3;2;0.0;0.14285714285714285;0.0023634539406217465
Saggs1981_TheReedSty;3;2;0.0;0.14285714285714285;0.0023634539406217465
Nicolo1948_HabendieBa;3;2;0.0;0.28571428571428553;0.002545225424069538
Schaeffer1951_Reprisedes;1;1;0.0;0.14285714285714288;0.0023513539347070826
Stol1998_Einigekurz;3;4;0.0;0.28571428571428553;0.0027148966517324276
Symington1991_LateBronze;3;4;0.0;0.28571428571428564;0.0027912677090973868
Taylor2011_TabletsasA;1;2;0.0;0.14285714285714285;0.0024262140651744556
George2005_PerAsperaA;3;3;0.0;0.28571428571428575;0.0024853833944246707
Soldt1991_Studiesint;3;2;0.0;0.14285714285714285;0.0024184699137467965
Waal2011_TheyWroteo;3;2;0.0;0.14285714285714285;0.0024398249979867056
Wiseman1955_AssyrianWr;3;5;0.0;0.4285714285714285;0.002839238856262642
Yon2006_TheCityofU;1;3;0.0;0.1428571428571428;0.003391651609822649
Charpin2014_TheHistori;2;0;0.0;-0.0;0.0022898392848843584
Al-Rawi2000_OldBabylon;1;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Birot1953_Troistexte;3;2;0.0;3.2501760307169616e-20;0.002392279463418659
Unknown2003_AncientArc;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin1984_Nouveauxdo;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin1986_Transmissi;3;3;0.0;1.9617805170553086e-17;0.002455599558600473
Charpin1987_Nouveauxdo;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin1989_Unquartier;3;2;0.0;0.1428571428571429;0.002406190756444616
Charpin1990_Unquartier;3;2;0.0;0.5714285714285715;0.0024647107613965263
Charpin2000_Lespreteur;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin2000_Lettresetp;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin2006_Lesinscrip;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin2007_Chroniques;3;2;0.0;0.0;0.002550876878443473
Charpin2008_Lireetecri;3;4;0.0;6.681943089592203e-18;0.00266939234161329
Charpin2010_WritingLaw;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Charpin2010_ReadingAnd;2;2;421.50000000000006;3.2501760307169616e-20;0.00246270708616099
Adams1969_BedouinOnN;3;21;0.0;0.285714285714286;0.004833519029088189
Durand1997_Lesdocumen;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Durand2000_Lesdocumen;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Faivre1995_Lerecyclag;3;3;0.0;0.14285714285714293;0.0024182907623592795
Unknown1995_Lesphenome;3;3;0.0;1.9617805170553086e-17;0.002455599558600473
Jursa2005_NeoBabylon;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Kessler1997_Dasspatalt;1;1;0.0;1.6250880153584808e-20;0.0023410593741515083
Pedersen1998_Zudenaltba;3;2;0.0;0.0;0.002644857726918384
Pedersen2005_Archiveund;3;4;0.0;0.2857142857142857;0.003080057998841878
Roth1995_LawCollect;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Sasson1982_Accounting;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Seri2005_LocalPower;3;2;0.0;0.0;0.002550876878443473
Skaist1994_TheOldBaby;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Stone2002_TheUrIIIOl;1;1;0.0;1.6250880153584808e-20;0.0023410593741515083
Suurmeijer2006_LoansandEd;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Tanret2004_TheWorksAn;2;2;55.5;2.5817907336888026e-17;0.0023531593800661726
Tanret2008_FindtheTab;3;5;0.0;4.3799418120697586e-18;0.002639784560553275
Lerberghe2003_Privateand;3;3;0.0;1.1236841409384063e-17;0.0025611575216891174
Lerberghe1991_OnQuasiHul;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Unknown1986_CuneiformA;3;4;0.0;0.0;0.002544070621880096
Ziegler1999_Florilegiu;3;2;0.0;2.5817907336888026e-17;0.0023531593800661726
Delnero2010_SumerianEx;2;1;20.0;1.6250880153584808e-20;0.00241148699689384
Cavigneaux1996_UrukAltbab;3;2;0.0;0.14285714285714302;0.002440377498317456
Charpin1986_LeclergedU;3;5;0.0;0.7142857142857143;0.0027383258408231127
Civil1979_Materialsf;3;2;0.0;1.6522524563198133e-17;0.002537443065370324
Civil1994_TheFarmers;3;3;0.0;2.259216211306682e-17;0.0025326152567284525
Cooper1983_TheCurseof;3;3;0.0;6.31752641698216e-18;0.0026259141286499466
Delnero2006_Variationi;3;2;0.0;1.6445829415706286e-17;0.0024441441934488295
Falkenstein1953_Diebabylon;1;3;0.0;0.7142857142857143;0.0026510533700710263
Falkenstein1959_Sumerische;1;1;0.0;1.0192534413046167e-17;0.0023752461160243487
Falkowitz1984_RoundOldBa;3;3;0.0;3.317947902909535e-18;0.002747942546215705
Gesche2000_Schulunter;3;3;0.0;0.14285714285714296;0.0025580354673207647
Kramer1951_TheSumeria;1;1;0.0;1.0192534413046167e-17;0.0023752461160243487
Robson1999_Mesopotami;3;4;0.0;0.14285714285714293;0.002582673585960637
Robson2002_MorethanMe;3;2;0.0;0.14285714285714302;0.002440377498317456
Sjoberg1975_TheOldBaby;3;3;0.0;0.14285714285714293;0.0026895989321719838
Tanret2002_Perasperaa;3;6;0.0;4.834309127281506e-17;0.0028448225169894668
Tinney1996_TheNippurL;3;2;0.0;1.6522524563198133e-17;0.0024968938280338303
Vanstiphout1978_LipitEstar;3;2;0.0;1.6522524563198133e-17;0.0024637171793039717
Vanstiphout1979_HowDidThey;3;5;0.0;0.1428571428571429;0.002852210353254276
Veldhuis2000_KassiteExe;2;5;109.41666666666667;0.0;0.004646327748199268
Veldhuis2003_OnTheCurri;3;3;0.0;1.0215627305794653e-17;0.0024305986417646063
Arnaud2007_Corpusdest;3;3;0.0;1.9617805170553086e-17;0.002508081226421001
Beckman1983_Mesopotami;3;3;0.0;1.9617805170553086e-17;0.00251582537784866
Pearce1995_TheScribes;2;3;541.25;0.14285714285714293;0.002506096629674394
George2003_TheBabylon;3;3;0.0;7.824203366952691e-17;0.0025027630323728412
Fleming2000_TimeatEmar;3;2;0.0;2.5817907336888026e-17;0.0024516595517337686
Frame2005_TheRoyalLi;2;4;70.16666666666666;0.0;0.002595290711147246
Dijk1989_Einspatalt;3;2;0.0;0.5714285714285713;0.002571061893877602
Ebeling1949_Neubabylon;3;2;0.0;0.14285714285714282;0.00264128199599504
Fincke2004_TheBabylon;3;3;0.0;7.824203366952691e-17;0.0029461013605851746
George1986_Sennacheri;3;2;0.0;5.955747786694632e-18;0.002459510512547248
Hunger1968_Babylonisc;1;4;0.0;4.587980215346957e-17;0.002605203210907142
Lieberman1990_Canonicala;3;3;0.0;7.824203366952691e-17;0.0025027630323728412
Postgate1992_Treesandti;1;1;0.0;3.860843184661195e-17;0.002447410506632584
Villard1997_Leducation;3;2;0.0;5.955747786694632e-18;0.002459510512547248
Gadotti2017_TheRulesOf;2;0;0.0;-0.0;0.0022898392848843584
Civil1964_AHymntothe;3;2;0.0;3.2501760307169616e-20;0.002499958060173463
Civil1998_BilingualT;3;2;0.0;2.5817907336888026e-17;0.002423587002808504
Civil2006_TheSongoft;3;2;0.0;0.0;0.0026213045011858043
Michalowski2013_FromTheCol;2;2;72.0;0.0;0.0027152853496607153
Gibson1998_NippurBArc;1;1;0.0;1.6250880153584808e-20;0.00241148699689384
Sladek1974_InannasDes;3;2;0.0;0.0;0.0027152853496607153
Steinkeller1989_SaleDocume;3;2;0.0;2.5817907336888026e-17;0.002423587002808504
Vanstiphout1997_SchoolDial;3;4;0.0;1.222389608529835e-17;0.002622681161961502
Wilcke1969_DasLugalba;3;2;0.0;3.2501760307169616e-20;0.0025736839462398155
Garcia0000_Transmissi;2;0;0.0;-0.0;0.0022898392848843584
Beckman1996_HittiteDip;3;2;0.0;2.5817907336888026e-17;0.002440965247381287
Cohen2004_KidinGulaT;3;3;0.0;1.9617805170553086e-17;0.0025906855083160335
Kessler2014_NeueTontaf;1;1;0.0;1.6250880153584808e-20;0.002428865241466623
Moran1992_TheAmarnaL;3;3;0.0;1.9617805170553086e-17;0.0025906855083160335
Roche-Hawley2013_ScribesHou;3;2;0.0;3.2501760307169616e-20;0.002495981220506337
Soldt2000_PrivateArc;3;2;0.0;3.2501760307169616e-20;0.002495981220506337
Wiggermann2008_ABabylonia;3;2;0.0;3.2501760307169616e-20;0.0025785855024013696
Yon1997_LacitedOug;1;1;0.0;1.6250880153584808e-20;0.002428865241466623
Cavigneaux1982_Schultexte;3;2;0.0;0.5714285714285715;0.0024255906780440402
Civil1979_EaAnaquAaA;3;2;0.0;0.7142857142857143;0.0024786220544224837
Gadd1956_TeachersAn;3;2;0.0;0.7142857142857142;0.0025656465389310356
Jacobsen1953_ReviewofUr;1;1;0.0;0.5714285714285712;0.0024134906721293764
Kraus1973_Vommesopot;3;2;0.0;0.5714285714285715;0.0024255906780440402
Lambert1957_AncestorsA;3;3;0.0;0.5714285714285715;0.0024688431978696335
Landsberger1958_ScribalCon;1;1;0.0;0.5714285714285712;0.0024134906721293764
Ludwig1990_Untersuchu;3;3;0.0;0.5714285714285714;0.0025761020932116682
Tanret1982_Lestablett;3;2;0.0;0.7142857142857143;0.0024786220544224837
Volk1996_Methodenal;3;5;0.0;0.7142857142857142;0.002677278106764937
Waetzoldt1986_Keilschrif;3;2;0.0;0.5714285714285715;0.0024255906780440402
Waetzoldt1989_DerSchreib;3;2;0.0;0.5714285714285716;0.0024823887495538572
Woolley1930_Excavation;1;1;0.0;0.5714285714285712;0.0024134906721293764
Gilibert2021_UrbanSquar;2;0;0.0;-0.0;0.0022898392848843584
Litke1998_AReconstru;3;3;0.0;0.0;0.0028229505660369233
Margueron1977_RasShamra1;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Margueron1982_Architectu;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Margueron1995_Lepalaisro;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Margueron2013_Citesinvis;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Otto2006_AlltagundG;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Otto2012_Archaeolog;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Otto2013_Gotteshaus;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Otto2014_TheOrganis;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Rey2009_LePalaisNo;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1931_Lesfouille;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1933_Lesfouille;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1937_Lesfouille;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1938_Lesfouille;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1949_UgariticaI;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1956_UgariticaI;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Schaeffer1962_UgariticaI;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Yon1991_Lesstelesd;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Yon1992_UgaritTheU;1;2;0.0;3.2501760307169616e-20;0.003330136959999925
Yon1997_LhabitataO;1;1;0.0;1.6250880153584808e-20;0.0023569552639240727
Hasselbach-Andee2020_Multilingu;2;1;4.0;6.223195059083425e-18;0.0023019392907990227
Krebernik1998_DieTexteau;3;3;0.0;0.0;0.0029984108767712606
Clemens2002_ReviewedWo;3;2;0.0;1.7559882505392818e-17;0.0027911013900938147
Taylor2002_Bilinguali;1;1;0.0;0.0;0.002779001384179151
Vanstiphout1999_TheTwinTon;3;3;0.0;0.0;0.0029208589495705946
Brown2000_Mesopotami;3;4;0.0;0.14285714285714282;0.0026415034785213717
Hunger1968_Assyrische;1;1;0.0;0.14285714285714282;0.0024837107742468143
Jursa1999_DasArchivd;3;2;0.0;0.1428571428571428;0.0024958107801614777
Parpola1983_AssyrianLi;3;5;0.0;0.1428571428571428;0.0027299745418009947
Matthews1991_FragmentsO;2;0;0.0;-0.0;0.0022898392848843584
Hansen1973_AlHiba1970;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Heinrich1931_FaraErgebn;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Jacobsen1957_EarlyPolit;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Margueron1982_Recherches;1;2;0.0;2.5817907336888026e-17;0.0024788814173582682
Moorey1978_KishExcava;3;2;0.0;3.2501760307169616e-20;0.0025100339312691977
Pomponio1983_Archivesan;3;2;0.0;2.5817907336888026e-17;0.0024788814173582682
Postgate1980_Excavation;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Postgate1990_Excavation;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Safar1981_Eridu;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Schmidt1931_Excavation;1;1;0.0;1.6250880153584808e-20;0.0024667814114436044
Michalowski2012_LiteracySc;2;2;151.25;2.5817907336888026e-17;0.002431696850275803
Krecher1966_Sumerische;3;2;0.0;5.85909536259005e-18;0.002520934311654815
Landsberger1955_Remarksont;1;1;0.0;1.2426512434507854e-17;0.0023587373623088397
Lion2005_Quelqueste;3;2;0.0;3.937324922263168e-17;0.002370837368223503
Michalowski1987_Charismaan;3;2;0.0;5.85909536259005e-18;0.002520934311654815
Michalowski2006_TheLivesof;3;2;0.0;3.937324922263168e-17;0.002370837368223503
Cecile2009_LesFemmesE;3;3;0.0;5.860064659485342e-17;0.002473277546757804
Rubio2006_Sulgiandth;3;2;0.0;3.937324922263168e-17;0.002370837368223503
Scheil1902_Unesaisond;1;1;0.0;1.2426512434507854e-17;0.0023587373623088397
Tinney2011_TabletsofS;3;2;0.0;0.0;0.002568554866600804
Veenhof2008_TheOldAssy;3;2;0.0;3.937324922263168e-17;0.002370837368223503
Woods2006_Bilinguali;3;2;0.0;3.937324922263168e-17;0.002370837368223503
Charpin1990_Lesdivinit;3;2;0.0;0.0;0.002511756795090987
Civil1989_TheTextsfr;3;3;0.0;0.0;0.0026614770560257333
Cohen1976_LiteraryTe;3;2;0.0;0.0;0.002661853738522298
Hall1985_AStudyofth;1;1;0.0;0.0;0.0024996567891763227
Sjoberg1960_DerMondgot;3;2;0.0;0.0;0.002661853738522298
Sjoberg1972_HeIsaGoodS;3;2;0.0;0.0;0.002661853738522298
Michel2018_Constituti;2;0;0.0;-0.0;0.0022898392848843584
Archi2003_ArchivalRe;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Charpin1985_Lesarchive;3;3;0.0;1.9327352626693114e-17;0.0024164794752479864
Clancier2009_Lesbibliot;3;3;0.0;0.28571428571428564;0.003119178082194364
Grayson1987_AssyrianRu;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Michel2001_Correspond;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Michel2003_OldAssyria;3;2;0.0;3.2501760307169616e-20;0.002435531983244252
Michel2008_Lacorrespo;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Michel2015_OldAssyria;3;2;0.0;3.2501760307169616e-20;0.0024807505266982817
Parpola1986_TheRoyalAr;3;3;0.0;1.9617805170553086e-17;0.0024928505326129455
Pedersen1998_Archivesan;3;4;0.0;0.0;0.0027514303419257915
Postgate1973_TheGoverno;1;1;0.0;1.6250880153584808e-20;0.002392279463418659
Veenhof1987_DyingTable;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Veenhof2003_Archivesof;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Dalley1976_TheOldBaby;3;3;0.0;0.14285714285714288;0.0025289552880680554
Kramer1959_HistoryBeg;1;2;0.0;0.14285714285714285;0.0025717527111627984
Landsberger1954_Babylonian;1;1;0.0;0.1428571428571429;0.002441995151686018
Landsberger1960_ScribalCon;1;2;0.0;0.1428571428571428;0.002454095157600682
Oppenheim1964_AncientMes;3;3;0.0;0.14285714285714285;0.002593855757399194
Otten1988_DieBronzet;3;2;0.0;0.1428571428571428;0.002454095157600682
Streck1916_Assurbanip;3;2;0.0;0.1428571428571428;0.002454095157600682
Pickworth2005_Excavation;2;0;0.0;-0.0;0.0022898392848843584
Thompson1929_ACenturyof;1;2;0.0;3.2501760307169616e-20;0.002851290263389658
Wiggermann1992_Mesopotami;3;2;0.0;0.0;0.0029161907327207967
Reckling0000_TheArchaeo;2;0;0.0;-0.0;0.0022898392848843584
Robson2000_Mathematic;2;2;42.25;1.7804258481301867e-17;0.002450749773713261
Gibson1973_Excavation;1;2;0.0;3.658788610717043e-17;0.0025502314483413922
Gordon1959_SumerianPr;3;3;0.0;0.14285714285714296;0.002788965101672858
Hilprecht1903_DieAusgrab;1;1;0.0;1.8293943053585214e-17;0.0024200353666128755
Hilprecht1906_Mathematic;1;1;0.0;1.8293943053585214e-17;0.0024200353666128755
Hilprecht1908_TheSoCalle;1;1;0.0;1.8293943053585214e-17;0.0024200353666128755
McCown1967_NippurITem;3;2;0.0;0.1428571428571429;0.002485166748905983
Nissen1993_ArchaicBoo;3;2;0.0;1.1803388343390303e-17;0.0024321353725275394
Peters1897_NippurorEx;1;1;0.0;1.8293943053585214e-17;0.0024200353666128755
Peters1905_TheNippurL;1;1;0.0;1.8293943053585214e-17;0.0024200353666128755
Black1998_TheElectro;3;3;0.0;0.14285714285714285;0.0028084892808790873
Cavigneaux1999_AScholarsL;3;2;0.0;0.14285714285714285;0.0023670706730921295
Dekiere1994_Lagenealog;3;2;0.0;0.1428571428571429;0.002452288836785051
Gasche1998_DatingtheF;1;1;0.0;0.14285714285714296;0.0023549706671774657
Gasche1991_Aproposdel;1;1;0.0;0.14285714285714296;0.0023549706671774657
Gibson2001_NippurBArc;1;1;0.0;0.14285714285714296;0.0023549706671774657
Janssen1992_Inannamans;3;5;0.0;0.14285714285714296;0.002653695853579232
Janssen1996_WhentheHou;3;3;0.0;0.14285714285714293;0.0024643888426997148
Janssen1994_Duchantier;3;5;0.0;0.142857142857143;0.0027592538166678763
Postgate1990_Archaeolog;1;1;0.0;0.14285714285714296;0.0023549706671774657
Tanret1993_Ritualsand;3;4;0.0;0.14285714285714302;0.002641595847664568
Lerberghe1991_SipparAmna;3;2;0.0;0.1428571428571429;0.002452288836785051
Veldhuis1997_ReviewofCa;3;2;0.0;0.14285714285714285;0.0023670706730921295
Veldhuis2000_ReviewSume;3;4;0.0;0.14285714285714288;0.0026829690317736682
Wilcke2000_Werlasunds;3;3;0.0;0.14285714285714302;0.0024847286420954383
Robson2011_EmpiricalS;2;0;0.0;-0.0;0.0022898392848843584
Fincke2004_TheBritish;3;2;0.0;3.2501760307169616e-20;0.002435531983244252
Hunger1992_Astrologic;1;1;0.0;1.6250880153584808e-20;0.002392279463418659
Jean2006_Lamagieneo;1;1;0.0;1.6250880153584808e-20;0.002392279463418659
Jeyes1997_Assurbanip;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Koch2005_SecretsofE;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Lambert2007_Babylonian;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Leichty1970_TheOmenSer;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Maul1994_Zukunftsbe;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Maul2003_OminaundOr;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Oppenheim1977_AncientMes;3;3;0.0;0.0;0.0025860433984118804
Parpola1993_Lettersfro;3;2;0.0;2.5817907336888026e-17;0.0024043794693333225
Robson2008_Mesopotami;3;2;0.0;3.2501760307169616e-20;0.002435531983244252
Rochberg2004_TheHeavenl;3;2;0.0;3.2501760307169616e-20;0.002435531983244252
Robson2012_TheProduct;2;0;0.0;-0.0;0.0022898392848843584
Al-Rawi1990_TabletsFro;1;8;0.0;0.0;0.0026051620263090264
Beaulieu2006_TheAstrono;3;2;0.0;2.5817907336888026e-17;0.0023451918106246156
Cavigneaux1981_Textesscol;3;3;0.0;0.0;0.002648990163391491
Dijk1980_Texteausde;3;2;0.0;2.5817907336888026e-17;0.0023451918106246156
Edzard1997_GudeaandHi;3;2;0.0;0.0;0.002472852404508464
Freedman2006_IfaCityIsS;3;2;0.0;2.5817907336888026e-17;0.0023451918106246156
Gesche2001_Schulunter;3;3;0.0;0.2857142857142857;0.0030288379095747275
Gurney1957_TheSultant;3;2;0.0;3.2501760307169616e-20;0.0024079519351773255
Hunger1976_Spatbabylo;1;2;0.0;2.5817907336888026e-17;0.0023451918106246156
Hunger2001_Astronomic;1;1;0.0;1.6250880153584808e-20;0.002333091804709952
Maul2003_WiedieBibl;3;2;0.0;2.5817907336888026e-17;0.0023451918106246156
Maul2010_DieTontafe;3;2;0.0;3.2501760307169616e-20;0.002421562867989575
Pedersen1985_Archivesan;3;3;0.0;1.9617805170553086e-17;0.0024949120715593623
Robson2008_Mathematic;3;4;0.0;0.0;0.0025344988215041326
Rochberg1984_Canonicity;3;2;0.0;2.5817907336888026e-17;0.0023451918106246156
Weiher1982_Spatbabylo;1;1;0.0;1.6250880153584808e-20;0.002333091804709952
Weiher1988_Spatbabylo;1;1;0.0;1.6250880153584808e-20;0.002333091804709952
Weiher1993_Spatbabylo;1;1;0.0;1.6250880153584808e-20;0.002333091804709952
Weiher1998_Spatbabylo;1;1;0.0;1.6250880153584808e-20;0.002333091804709952
Wiseman1996_LiteraryTe;3;3;0.0;1.9617805170553086e-17;0.002420051941091989
Anbar1975_Textesdele;3;2;0.0;1.677917612627616e-17;0.002419597259802331
Klengel1994_RichterSip;3;2;0.0;1.677917612627616e-17;0.002419597259802331
Lion2001_DameInanna;3;2;0.0;1.677917612627616e-17;0.002419597259802331
Gasche1993_Outilsbibl;1;1;0.0;4.3827636353450015e-18;0.002407497253887667
Tanret2001_AsYearsWen;3;5;0.0;0.0;0.0027062224402894333
Tanret2004_Verbavolan;3;4;0.0;1.8317653116528052e-18;0.0026941224343747694
Tanret2012_LearnedRic;2;1;102.0;1.6250880153584808e-20;0.0023871574544919436
Barberon2005_Quandlamer;3;3;0.0;1.6703283783016743e-17;0.0025764644653714606
Bourdieu1970_Lareproduc;3;2;0.0;1.382721725437151e-17;0.0024791462957638754
Charpin1988_Sippardeux;3;2;0.0;1.382721725437151e-17;0.0024791462957638754
Meyer1982_Deuxpriere;3;3;0.0;1.6703283783016743e-17;0.0025764644653714606
Meyer1989_LedieuNins;3;3;0.0;1.6703283783016743e-17;0.0025764644653714606
Meyer1989_Unelettred;3;3;0.0;1.6703283783016743e-17;0.0025764644653714606
Janssen1991_Eiltampata;3;3;0.0;1.6703283783016743e-17;0.0025764644653714606
Janssen1993_Debrievenv;3;2;0.0;1.382721725437151e-17;0.0024791462957638754
Tinney1998_ScribalEdu;2;0;0.0;-0.0;0.0022898392848843584
Civil1975_Lexicograp;3;3;0.0;1.9617805170553086e-17;0.002626333189490973
Hilprecht1903_Exploratio;1;2;0.0;3.2501760307169616e-20;0.002526896364697707
Kramer1977_TheUrExcav;1;1;0.0;1.6250880153584808e-20;0.002452036234230334
Tsouparopoulou0000_HiddenMess;2;1;36.0;6.223195059083425e-18;0.0023019392907990227
Banks1912_Bismyaorth;1;1;0.0;0.0;0.0024295998846828705
Sarzec1884_Decouverte;1;1;0.0;0.0;0.0024295998846828705
Hansen1970_AlHiba1968;1;1;0.0;0.0;0.0024295998846828705
Hansen1992_RoyalBuild;1;1;0.0;0.0;0.0024295998846828705
Parrot1948_TelloVingt;1;1;0.0;0.0;0.0024295998846828705
Pearce2010_Materialso;3;2;0.0;0.0;0.0025180709479624935
Schaudig2003_Nabonidder;3;2;0.0;2.447418176684029e-18;0.0024416998905975344
Woolley1926_TheExcavat;1;1;0.0;0.0;0.0024295998846828705
Woolley1939_TheZiggura;1;1;0.0;0.0;0.0024295998846828705
Woolley1962_TheNeoBaby;1;1;0.0;0.0;0.0024295998846828705
Woolley1974_TheBuildin;1;1;0.0;0.0;0.0024295998846828705
Koldewey1908_AusdenBeri;1;1;0.0;0.0;0.0025936376376512337
Veldhuis2002_StudiesInS;2;0;0.0;-0.0;0.0022898392848843584
